,내용
1887, 하지만 쿠팡 측 책임에 대한 형사 처벌은 쉽지 않은 상황이라는 분석이 나온다
1888, 지난 .일 화재 당시 일하고 있던 쿠팡 직원 .명은 모두 대피해 피해가 없었기 때문이다
1889, 경찰 관계자는 .다친 직원이 없어 처벌 규정이 없다
1890,면서도 .제기된 주장들에 대해선 조사할 방침.이라고 말했다
1891, 고용노동부 관계자도 .노동자 관련 피해 사례가 없기 때문에 관여할 내용이 없다
1892,며 .경찰.소방이 담당할 부분.이라는 입장이다
1893, 경찰 쿠팡 화재 발화 시점 파악 집중 지난 .일 경기도 이천시 쿠팡 덕평물류센터 지하 .층 선반 위 콘센트에서 연기가 올라오고 있다
1894, 해당 연기가 올라온 시각은 .일 오전 .시 .분이다
1895, 사진 경기일보 경찰은 화재가 처음 발생한 시점을 확인하는 데 수사력을 모으고 있다
1896, 경기남부경찰청 강력범죄수사대 등 .명으로 꾸려진 수사전담팀은 화재 직후 확보한 물류센터 지하 .층 를 분석하고 있다고 .일 밝혔다
1897, 이 에는 물품 창고 내 진열대 선반 위쪽 전선에서 불꽃이 튀는 장면이 나온다
1898, 불이 발생한 지하 .층에는 에어컨이 없어 진열대 선반 위쪽으로 선풍기를 꽂기 위한 전선이 여러 개 지나는데 이중 한곳에서 불꽃이 일었다
1899, 이후 창고 밖으로 새어 나오는 연기를 본 근무자가 화재 당일인 .일 오전 .시 .분 처음 신고했다
1900, 경찰 관계자는 .에 불꽃이 이는 장면이 찍힌 정확한 시간을 분석하고 있다
1901,며 .화재가 완전히 진압된 후에야 정밀 현장감식이 이뤄질 수 있을 것으로 본다
1902, 스프링클러 등 소방설비가 제대로 작동했는지 등 관련 수사도 그때 진행될 예정.이라고 말했다
1903, 소방당국은 물류센터에 대한 진화 작업이 이날 오후 .시 .분 끝났다고 밝혔다
1904, 소방 관계자는 .앞으로 .시간 동안 잔불 감시에 들어간다
1905,고 말했다
1906, 덕평물류센터는 지난 .월 소방당국의 소방시설 점검에서 결함 .건이 확인된 것으로 드러났다
1907, 김용판 국민의힘 의원실이 소방청으로부터 제출받은 .소방시설 등 종합정밀점검 실시 결과 보고서.에 따르면 당시 점검에서 지적된 결함은 고정 지지대 탈락 등 스프링클러 관련이 .건으로 가장 많았고 방화 셔터 불량도 .건 지적됐다
1908, 물고기 떼죽음 등 주변 피해 잇따라 폐사한 물고기. 연합뉴스 물류창고 주변 주민들의 피해도 큰 것으로 나타났다
1909, 이천시에 따르면 이번 화재로 마장면 덕평.리 등 인근 마을 주민 수십명이 두통과 눈 따가움 등 증상을 호소하고 있다
1910, 진화 과정에서 분진이 쏟아지며 농작물과 토양 오염 피해도 속출했다
1911, 이날까지 이천시에 접수된 피해 접수 건수는 모두 .건이다
1912, 쿠팡 측은 마장면사무소에 주민피해지원센터를 개설해 이날부터 신고를 받고 있다
1913, 엄태준 이천시장은 이날 오전 이천시청에서 브리핑을 열고 .막대한 분진이 이천시 전역에 퍼져 시민들이 호흡곤란 등 큰 고통을 받았다
1914,며 .하천 물고기 떼죽음과 토양오염 등 환경피해를 포함해 농작물.건축물.차량.양봉장 등의 집단 분진피해가 광범위하고 심각한 상황.이라고 밝혔다
1915, 이천시는 쿠팡 측에 피해 보상 등을 요구하기로 했다
1916, 채혜선.최모란 기자 . 관련기사. 국민청원 불이야 두 번 신고 쿠팡 측 양치기 소년 묵살쿠팡 스프링클러의 진실은.분간 꺼져 루머일뿐다
1917,. 전기 먹는 하마일까. 에너지 시장 판도를 바꿀 마중물일까. . 구글 애플 페이스북 아마존 마이크로소프트 로고. 연합뉴스 아마존.구글.페이스북.마이크로소프트 등 글로벌 대형 기술 기업빅테크의 행보가 주목받고 있다
1918, 빅테크가 자신들이 필요로 하는 막대한 전력을 재생에너지로 충당하려고 막대한 투자를 하고 있다고 월스트리트저널이 .일 보도했다
1919, 시장은 재생에너지 분야의 판이 커질 계기로 본다
1920, 하지만 화석연료 사용은 줄이지 못한 채 얼마 안 되는 재생 에너지를 빅테크가 싹쓸이할 거란 우려도 나온다
1921, 아마존.구글.페이스북. 세계 재생에너지 시장 . 차지 지난해 .월 몬테네그로의 한 풍력 발전소 터빈의 모습. 로이터연합뉴스 빅테크 기업은 이미 재생에너지 시장의 큰손이다
1922, 에너지 시장 조사 업체 블룸버그뉴에너지파이낸스블룸버그에 따르면 재생에너지 구매 계약을 공개한 주요 .개 기업 중 아마존.구글.페이스북. .곳이 계약을 맺은 재생에너지 전력량이 전 세계 기업의 재생에너지 전체 구매량의 .를 차지한다
1923, 전력 규모로 보면 .기가와트다
1924, 이들의 뒤를 프랑스 석유 기업 토탈에너지 미국 통신사 가 따르고 있다
1925, 빅테크는 공격적으로 재생에너지에 투자 중이다
1926, 블룸버그 조사에서 가장 많은 재생에너지를 사들인 아마존이 대표적이다
1927, 아마존은 전 세계 .개 태양광 풍력 발전소로부터 .의 전력을 사는 계약을 발표할 계획이라고 에 밝혔다
1928, .년까지 자사가 쓰는 모든 전력을 재생에너지로 충당하기 위해서다
1929, 아마존은 이전에도 미국 캐나다 핀란드 스페인 등의 발전 시설을 통해 총 .의 재생에너지 전력 구매 계약을 맺었다
1930, 다른 빅테크 기업도 전례 없는 규모로 태양광.풍력 등 재생에너지 프로젝트에 자금을 쏟아붓고 있다
1931, 데이터센터 등 안정적 전기 공급 중요해져 지난 .년 페이스북의 서버의 모습. 연합뉴스 빅테크의 이런 행보엔 이유가 있다
1932, 전기 에너지가 점점 더 중요해지고 있기 때문이다
1933, 디지털 환경으로 급속히 전환하면서 데이터 센터를 유지하기 위해 엄청난 전력이 들고 있다
1934, 지난 .년간 클라우드 인프라 확대 등으로 효율이 높아졌지만 그에 못지않게 데이터 이용량과 컴퓨터 처리량도 급증해서다
1935, 지난해 세계적 학술지 사이언스에 실린 한 논문에 따르면 데이터 센터가 쓰는 전력은 전 세계 전력 사용량의 약 .였다
1936, 노르웨이 에너지 기업 스태트크래프트의스테판조그고블 풍력.태양광 담당 부사장은 .데이터 센터 산업이 전 세계에서 전력을 가장 많이 쓰는 곳 중 하나.라고 말했다
1937, 빅테크 입장에선 그렇다고 화석연료 발전을 늘려 전력을 충당하기 부담스럽다
1938, 채굴 과정에 과도한 전력을 소비한다고 비판받는 비트코인처럼 환경오염의 주범으로 낙인 찍힐 수 있어서다
1939, 재생에너지 전력을 최대한 확보하는 게 이들의 과제가 될 수밖에 없는 이유다
1940, 페이스북은 지난해 데이터센터를 포함한 전 세계 사업장을 모두 충당할 만큼의 재생에너지를 매입하겠다고 목표를 세웠다
1941, 하지만 그해 전기 사용량이 . 늘면서 추가로 전력을 구해야 했다
1942, 마이클 테렐 구글의 에너지 담당 이사는 .빅테크들이 재생에너지를 찾아 갑자기 몰려들고 있다
1943,고 말했다
1944, 빅테크 재생에너지 판 키울 단비 지난 .년 프랑스 남부 피올렌크에 설치된 대규모 태양광 패널의 모습.연합뉴스 재생에너지 업계에선 빅테크의 행보를 일단 긍정적으로 본다
1945, 이 분야는 막대한 투자비에도 불구하고 투자비 회수 기간이 길다
1946, 이로 인해 은행들마저 대출을 꺼린다
1947, 은 .이런 상황에 빅테크 기업의 입도선매식 전력 구입 계약은 재생에너지 업계에 단비 같은 역할을 한다
1948,고 전했다
1949, 그러면서 .빅테크는 일부 국가에선 미리 돈을 내고서라도 장기간 일정 가격으로 재생에너지를 들여오고 싶어한다
1950,며 .이들의 투자가 정부 보조금보다 재생에너지 업계 발전에 더 중요한 원동력이 되고 있다
1951,고 덧붙였다
1952, 기존 재생에너지 싹쓸이만 할 거란 우려도 지난 .월.일 미국 텍사스주 휴스턴의 고압송전탑의 모습.연합뉴스 하지만 우려도 존재한다
1953, 빅테크의 투자가 실제 화석 연료 발전의 이용을 줄이는 결과로 이어진다는 보장이 없기 때문이다
1954, 자칫 시장은 키우지 못한 채 기존 재생에너지만 빅테크가 싹쓸이할 수 있다는 걱정도 나온다
1955, 은 .빅테크의 재생에너지 투자가 기존 화석연료 발전을 대체할지가 중요하다
1956,고 지적했다
1957, 빅테크도 이를 알고 있다
1958, 브라이언 제너스 에너지 부문 책임자는 .청정에너지를 더 쓴다는 게 반드시 탄소 기반 전력을 대체한다는 걸 의미하진 않는다
1959,고 했다
1960, .는 현재 하루 중 언제 어디서 재생에너지를 생산할 때 탄소 기반 전기를 대체할 수 있을지 연구하고 있다
1961,고 말했다
1962, 아마존의 클라우드 서비스 부문인 아마존웹서비스의 냇 살스트롬 에너지 담당 이사는 .다른 회사도 따라올 수 있는 재생에너지 상용화 모델을 찾고 있다
1963,고 말했다
1964, 구글은 재생 에너지 사용을 연간 단위로 분석하지 않고 시간별로 분석하는 목표에 도전하고 있다
1965, 재생 에너지로만 시스템 운영이 가능한지 모니터링하겠다는 것이다
1966, 테럴 구글 에너지 이사는 .에너지 분야에서 양적인 진화뿐 아니라 질적인 진화도 중요하다
1967,고 말했다
1968, 이승호 기자 .다
1969,한국남동발전은 통영시에서 연간 발생하는 굴 껍데기 중 재활용되지 못한 약 .만을 탈황흡수재로 사용할 계획이다
1970, 사진 한국남동발전 한국남동발전이하 남동발전은 굴 껍데기를 새로운 자원으로 사용할 수 있는 가능성을 현실화해 통영시의 오랜 지역 현안이었던 굴 껍데기 처리 문제 해결에 앞장서고 있다
1971, 남동발전은 굴 껍데기를 삼천포발전본부 탈황흡수재로 사용할 수 있도록 기술규격을 마련하고 신뢰성 시험을 성공시켜 그 가능성을 현실화시켰다
1972, 한국남동발전 통영시는 전국 굴 생산량의 약 .를 생산하고 있다
1973, 이에 따라 통영시에서 연간 발생하는 굴 껍데기 양은 .만에 달한다
1974, 발생된 굴 껍데기는 비료.사료.건설골재 등 다양한 분야에서 재활용되기는 하지만 염분과 낮은 경제성 등 때문에 전량 재활용되지는 못하고 있다
1975, 약 .만의 굴 껍데기가 재활용되지 못하고 남는 게 현실이다
1976, 남은 굴 껍데기는 야적되거나 해양투기로 이어져 악취 발생과 해양 오염 등의 환경 문제를 야기하며 그 처리 비용 또한 골칫덩이였다
1977, 남동발전은 이 같은 통영시의 현안을 해결하기 위해 연간 .만의 굴 껍데기를 배연탈황흡수재로 사용한다는 계획이다
1978, 발전소 배기가스 중 황산화물을 제거하는 데 석회석을 대체해 굴 껍데기를 사용하는 것이다
1979, 남동발전은 이를 위해 반복적인 현장실험 및 연구를 진행해 굴 껍데기 탈황흡수재의 기술규격을 마련할 수 있었으며 하역 장애 등 여러 장애 요소에 대한 대책도 수립해 실제 발전 현장에서 사용할 수 있다는 가능성을 확보했다
1980, 아울러 굴 껍데기 자원화 및 재활용의 근거를 갖추기 위해 관련 법규 마련 등에 관해 관계부처와 지속해서 협력하고 있다
1981, 김회천작은 사진 남동발전 사장은 .앞으로도 남동발전은 지역과의 상생을 통해 지역 현안의 해결과 일자리 창출 등 국민이 체감할 수 있는 사회적 가치를 창출하기 위해 지속적으로 노력할 것이다
1982,라고 말했다
1983, 김승수 중앙일보 기자 .다
1984,경상북도 제공 .일 경북도청에서 개최된 . 곤충식품 시연회 국내 육제품 기업 에쓰푸드. 대표이사 조성수가 경상북도도지사 이철우와 공동 개발한 곤충식품 .종을 .일 진행된 . 곤충식품 시연회.를 통해 처음으로 선보였다
1985, 이는 작년 .월 경북도와 .식용 곤충 산업 유통 활성화.를 위한 를 체결한 지 약 .개월만의 성과다
1986, 경북도청에서 개최된 시연회에는 조성수 에쓰푸드. 대표와 이철우 경상북도지사를 비롯해 농림축산식품부 곤충산업 생산자 단체 공공급식 관계자 식품 전문가 등이 참석해 자리를 빛냈다
