,내용,
1706,화학 로고. 화학 인터넷 홈페이지 캡처 충남도는 친환경 제품 등을 생산하는 화학의 공장 .개를 한꺼번에 유치했다고 .일 밝혔다,
1707, 화학의 총투자 규모는 .조.억원에 이른다,
1708, 양승조 충남지사는 .일 도청 상황실에서 화학 신학철 부회장 맹정호 서산시장 등이 참석해 화학과 투자협약을 체결했다,
1709, 내용을 보면 화학은 충남 서산 대산.일반산업단지 잔여 부지와 확장 부지 내 .만.에 환경.사회.지배구조를 기반으로 하는 사업 분야의 공장을 신설한다,
1710, 이를 위해 화학은 이달부터 오는 .년 .월까지 모두 .조.억원을 투자한다,
1711, 화학은 우선 .억원을 투자해 농업용 등 생분해 필름과 태양광 패널용 고부가 합성수지 생산 공장을 건립한다,
1712, 이들 공장을 신설한 이후에는 전기차 배터리 관련 소재 폐플라스틱 재활용 온실가스 저감 관련 공장과 위생소재 관련 공장을 차례로 건립할 계획이다,
1713, 화학은 이들 신설 공장을 통해 글로벌 화학 기업에서 실천 기업으로서의 입지를 확고히 할 것으로 기대하고 있다,
1714, 이와 함께 지역사회의 지속가능한 발전을 위해 가족 친화적 기업 문화를 조성하고 지역경제 활성화 등 사회적 책임을 이행하기 위해서도 노력하기로 했다,
1715, 충남도와 서산시는 화학이 계획한 사업을 원활하게 추진할 수 있도록 행정정.재정적 지원에 나선다,
1716, 양 지사는 .대한민국을 대표하는 화학은 석유화학에서 첨단소재와 생명과학 분야까지 영역을 넓히며 세계 석유화학시장은 물론 인류의 미래까지 이끌고 있다,
1717,면서 .화학이 충남에서 더 많이 성장하고 더 크게 발전해 나아갈 수 있도록 적극적으로 지원해 나가겠다,
1718,고 말했다,
1719, .년 설립한 화학은 지난해 .조.억원 매출액을 기록한 글로벌 기업이다,
1720, 충남 대산공장에서 일부 공장을 가동하고 있다,
1721,다,
1722, 자유를 갈망하던 한셀에게 어느 날 미군 .루터.가 찾아와 자신과 결혼해 미국으로 떠나자는 제안을 한다,
1723, 단 성전환 수술을 받고 여자가 된다는 조건하에. 한셀은 엄마의 이름 .헤드윅.으로 개명하고 수술을 받지만 싸구려 수술 탓에 .인치 살덩어리만 남게 된다,
1724, 미국으로 건너온 헤드윅은 .년 만에 루터에게 버림받고 변두리 바에서 노래하며 소일거리로 연명한다,
1725, 어느 날 .세 소년 .토미.를 만나 사랑에 빠진 헤드윅은 토미에게 음악을 비롯해 자신이 아는 모든 것을 알려준다,
1726, 재활용을 하고 장바구니를 쓰고 기부도 하고 공정무역 제품을 산다,
1727, 두 사람은 아이를 가지기로 마음먹지만 과연 이게 옳은 선택인지 확신하지는 못한다,
1728, 지구는 이미 포화 상태가 되었으니 환경을 위해서라도 아이를 낳지 않는 게 좋을지도 모른다는 생각이 들기 때문이다,
1729, 치열한 고민과 토론이 이어지고 결국 두 사람에게는 아기가 생긴다,
1730,황인철 기후위비상행동 공동집행위원장이 지난 .일 국회 앞에서 열린 .탄소중립.녹색성장 기본법안.에 반대하는 기자회견을 하고 있다,
1731, 연합뉴스 .년 .월.일 이명박 당시 대통령은 광복절 경축사에서 .저탄소 녹색성장.을 새로운 국가발전 전략으로 선언했다,
1732, 이후 녹색성장은 이명박 정부의 핵심 국정과제가 됐다,
1733, 그리고 그해부터 녹색성장이라는 명분 아래 .대강 사업이 대대적으로 추진됐다,
1734, 그럴듯해 보이지만 실상은 환경과 생태계를 파괴하는 초대형 토건 사업을 녹색으로 분칠한 것이다,
1735, 서로 상충하는 녹색환경과 경제성장을 아우르는 역발상이며 친환경 녹색 기술.산업 자체를 성장동력으로 삼는 것이라고 정부는 자화자찬했다,
1736, 그러나 이 .녹색성장.은 녹색을 허울로 삼아 성장에 치중한 허위 전략에 지나지 않았다,
1737, 실제 그 기간 온실가스 배출량은 크게 늘어 이 개념이 녹색과 거리가 멀다는 점을 증명했다,
1738, 박근혜 정부는 이명박 정부가 부르짖던 녹색을 지웠다,
1739, 녹색성장과 연관된 정부 부처와 기구를 축소하고 명칭에서도 녹색을 뺐다,
1740, 하지만 녹색이 아닌데도 녹색이라고 우겼던 잘못을 바로잡겠다는 취지가 아니었다,
1741, 이전 정권의 흔적을 지우겠다는 정치적 이유 때문이었다,
1742, .창조경제.를 내건 박근혜 정부는 환경.기후변화 대응에 소홀했고 결국 한국에 .기후악당 국가.라는 오명을 뒤집어씌웠다,
1743, 이런 녹색성장이라는 말이 되살아나고 있다,
1744, 국회 환경노동위가 .일 의결한 국내 첫 탄소중립 법안 이름에 녹색성장이 포함됐다,
1745, .기후위기 대응을 위한 탄소중립.녹색성장 기본법안.이다,
1746, 탄소중립과 녹색성장이 양립할 수 없는 개념임이 자명한데 이를 병기했다,
1747, .여년 전 유산을 지켜야 한다는 일부 의원의 의견이 반영됐다고 하는데 납득이 안 된다,
1748, 생존의 당면 과제인 .년 탄소중립 목표를 달성하자는 것인가 아니면 예전 그대로 성장을 중시하자는 것인가. 의원들이 법안의 의미나 제대로 파악한 것인지 의심스럽다,
1749, 탄소중립 목표를 위협하는 녹색성장이란 말은 법안명에서 빠져야 한다,
1750, 부실한 법안 내용도 비판의 대상이다,
1751, 오는 .월 유엔 기후변화협약 당사국 총회에 제출할 .년 국가온실가스 감축목표를 .년 대비 . 이상.으로 했는데 국제사회의 기준에 못 미친다,
1752, 더 뚜렷한 의지와 방향이 담기지 않으면 . 넷제로 달성은 무망하다,
1753, 안팎으로 법안 보완이 시급하다,
1754,다,
1755,현대백화점그룹은 산림청과 함께 .년까지 .탄소중립의 숲.을 조성한다고 .일 밝혔다,
1756, 탄소중립의 숲은 일상생활과 산업활동 등을 통해 배출되는 이산화탄소를 다시 흡수하기 위해 조성되는 숲이다,
1757, 산림청은 민간 기업 시민단체와 함께 이 사업을 추진하고 있다,
1758, 현대백화점그룹은 .년까지 나무 .만여 그루를 심어 최대 .약 .만평 규모의 탄소중립의 숲을 조성할 계획이다,
1759, 현대백화점그룹은 오는 .일 이같은 내용을 담은 업무협약을 산림청과 체결하고 연내 숲 조성 지역과 수종을 선정한다,
1760, 이어 내년부터 그룹 계열사인 현대리바트를 중심으로 숲 조성에 나선다,
1761, 현대백화점그룹은 고객과 임직원이 참여하는 탄소중립 나무 심기와 숲 가꾸기 행사를 정례화하고 체험형 교육프로그램 등 고객 참여형 사회공헌 콘텐츠도 선보일 계획이다,
1762, 현대백화점그룹 관계자는 .산림청과 탄소 저감 효과 지표를 발굴하는 등 연계 사업은 물론 탄소중립 국제 행사 개최 친환경 활동도 지원할 계획.이라고 말했다,
1763, 현대백화점그룹은 경영 강화를 위해 전사적으로 친환경 경영활동을 펼치고 있다,
1764, 현대백화점은 .년부터 매년 두 차례 고객들로부터 재판매가 가능한 의류와 잡화를 기부받는 .라이프 리사이클 캠페인.을 진행 백화점업계 최초로 친환경 활동 참여 고객에게 혜택을 제공하고 있다,
1765, 현대홈쇼핑은 .아이스팩 재활용 캠페인.을 통해 수거한 아이스팩을 신선식품 배송 등에 재활용하고 현대리바트는 국내 가구업계 최초로 .가구 전제품에 친환경 목재인 .보드를 적용하고 있다,
1766, 한섬은 재고 의류를 소각하는 대신 친환경 인테리어 마감재로 업사이클링해 이산화탄소 배출량을 줄이는데 앞장서고 있다,
1767,다,
1768,삼성중공업은 노르웨이 선급인 로부터 .암모니아 레디 초대형원유운반선. 기본설계에 대한 기본승인 인증을 획득했다고 .일 밝혔다,
1769, .암모니아 레디.란 액화천연가스와 디젤연료로 추진하는 선박이 향후 암모니아 연료 추진선으로 개조가 가능하도록 선체 구조와 연료탱크 사양 위험성 평가 등을 미리 설계에 반영한 선박을 말한다,
1770, 암모니아는 연소 시 이산화탄소를 전혀 배출하지 않는 데다 공급 안정성과 보관과 운송 취급이 비교적 용이해 저탄소 탈탄소 시대에 적합한 선박 연료로 주목받고 있다,
1771, 삼성중공업은 이번 선급 인증으로 암모니아 연료 추진선 건조 또는 개조를 고려하는 선사에게 효과적인 솔루션을 제공하는 등 상용화에 속도를 낸다는 방침이다,
1772, 삼성중공업은 암모니아 연료 공급시스템을 독자 개발하고 상세 설계를 완료해 .년 암모니아 연료 추진선을 상용화하는 것을 목표로 하고 있다,
1773, 정호현 삼성중공업 기술개발본부장은 .현재 세계 조선해운시장은 탄소중립을 준비하는 중요한 시기.라며 .삼성중공업이 개발한 암모니아 연료전지 등 친환경 기술들이 패러다임 변화에 중심이 될 수 있도록 연구개발에 집중 할 것.이라고 말했다,
1774,다,
1775,국회 환경노동위원회가 .탄소중립.녹색성장기본법.을 처리하기 전인 .일 오전 국회 앞에서 열린 기후위기비상행동의 기자회견 모습. 황인철 집행위원장이 .년 온실가스 감축목표조차 없는 탄소중립법 반대한다,
1776,는 플래카드를 들고 서 있다,
1777, .일 새벽 여당 단독으로 강행 처리된 법안에서 .년 온실가스 감축목표는 .년 대비 . 이상. 이라는 마지노선을 정하는 것으로 명시됐지만 .녹색성장.은 법제명에 포함됐다,
1778, 연합뉴스 더불어민주당이 . 온실가스 감축목표를 .년 대비 . 이상 줄이는 것을 골자로 한 .탄소중립.녹색성장기본법안.을 국회 환경노동위에서 단독으로 강행처리했다,
1779, 감축목표가 최근 국제적인 기대치에 크게 못미친데다 탄소중립과 양립하기 어려운 .녹생성장.까지 법안에 끼워넣으면서 사실상 .기후위기 대응법이 아니다,
1780,는 비판이 쏟아지고 있다,
1781, 법안 통과를 주도했던 여당에서조차 지적이 잇따랐고 급기야 민주당 소속 의원이 별도의 수정안까지 마련중이다,
1782, 국회 환경노동위원회는 .일 사실상 여당 의원들만 참석한 가운데 .기후위기 대응을 위한 탄소중립.녹색성장기본법안.을 의결했다,
1783,이 법안은 문재인 정부가 선언한 . 탄소중립. 실현을 위한 목표와 방향을 담은 국내 첫 탄소중립 법안이다,
1784, 하지만 탄소중립이 우리나라에 미칠 사회적.경제적 영향을 고려할 때 이번에 의결된 법은 악화하는 기후위기에 대응하기 위한 법안이라고 보기엔 법안에 담긴 철학 실현 방안 모두 기대에 미치지 못하는 수준이라는 평가가 나온다,
1785, .기후위기 대응법.에 .번 등장한 .녹색성장. 제명에 .녹색성장.이 들어간 이 법안에는 부칙을 포함해 총 .번 .녹색성장.이라는 단어가 등장한다,
1786, 법안은 녹색성장을 .경제와 환경이 조화를 이루는 성장.이라고 정의한다,
1787, 화석연료를 기반으로 한 우리나라 경제.산업구조에서 탄소중립 이라는 목표를 달성하기 위해선 경제.산업적 타격을 피할 수 없다,
1788, 가속화된 지구 온난화에 대응하기 위해 급격한 온실가스 감축이 필요한 지금과 같은 상황에선 더욱 그렇다,
1789, 탄소중립과 경제성장은 근본적으로 양립하기 어려운 개념이다,
1790, 그런데 기후위기 대응을 위해 만들어진 법에 두 개념은 똑같이 추구해야 할 목표로 명시됐다,
1791, 기계적으로 탄소중립 옆에 녹색성장을 붙이다 보니 .탄소중립 사회 이행과 녹색성장 확산.이라는 어색한 문구들도 다수 포함됐다,
1792, 녹색성장의 연원은 .년 이명박 정부 때 제정된 .저탄소.녹색성장기본법.이다,
1793, 제명에 .녹색.이 붙긴 했지만 .경제성장을 위한 수단으로서의 친환경기술.을 강조한다,
1794, 현재 전세계적으로 논의되는 탄소중립과는 거리가 먼 .성장 전략.에 가깝다,
1795, 이 법을 만든 정부가 가장 주요하게 추진한 환경 정책 역시 .대강 건설을 위한 토목사업이었다,
